,Height,lat,lon,IIiii,RR
509,00830,28.0,121.23333333333333,58761,70
510,00830,28.0,121.23333333333333,58761,65
511,425,30.233333333333334,120.16666666666667,58457,34
512,425,30.233333333333334,120.16666666666667,58457,53
513,425,30.233333333333334,120.16666666666667,58457,54
514,425,30.233333333333334,120.16666666666667,58457,36
515,425,30.233333333333334,120.16666666666667,58457,123
516,425,30.233333333333334,120.16666666666667,58457,61
517,425,30.233333333333334,120.16666666666667,58457,110
518,812,30.733333333333334,122.45,58472,1
519,812,30.733333333333334,122.45,58472,15
520,812,30.733333333333334,122.45,58472,51
521,812,30.733333333333334,122.45,58472,9
522,812,30.733333333333334,122.45,58472,2
523,812,30.733333333333334,122.45,58472,7
524,812,30.733333333333334,122.45,58472,18
525,72,29.466666666666665,121.88333333333334,58566,27
526,72,29.466666666666665,121.88333333333334,58566,73
527,72,29.466666666666665,121.88333333333334,58566,139
528,72,29.466666666666665,121.88333333333334,58566,235
529,72,29.466666666666665,121.88333333333334,58566,90
530,72,29.466666666666665,121.88333333333334,58566,165
531,72,29.466666666666665,121.88333333333334,58566,99
532,01155,29.866666666666667,122.26666666666667,58571,43
533,01155,29.866666666666667,122.26666666666667,58571,4
534,01155,29.866666666666667,122.26666666666667,58571,63
535,01155,29.866666666666667,122.26666666666667,58571,146
536,01155,29.866666666666667,122.26666666666667,58571,31
537,01155,29.866666666666667,122.26666666666667,58571,57
538,01155,29.866666666666667,122.26666666666667,58571,5
539,00160,29.633333333333333,122.01666666666667,58574,1
540,00160,29.633333333333333,122.01666666666667,58574,352
541,00160,29.633333333333333,122.01666666666667,58574,450
542,00160,29.633333333333333,122.01666666666667,58574,18
543,00160,29.633333333333333,122.01666666666667,58574,11
544,00160,29.633333333333333,122.01666666666667,58574,2
545,00160,29.633333333333333,122.01666666666667,58574,3
546,1241,28.75,118.63333333333334,58632,7
547,1241,28.75,118.63333333333334,58632,84
548,1241,28.75,118.63333333333334,58632,31
549,1241,28.75,118.63333333333334,58632,23
550,1241,28.75,118.63333333333334,58632,7
551,1241,28.75,118.63333333333334,58632,25
552,1241,28.75,118.63333333333334,58632,1
553,1596,28.116666666666667,119.55,58742,4
554,1596,28.116666666666667,119.55,58742,5
555,1596,28.116666666666667,119.55,58742,24
556,1596,28.116666666666667,119.55,58742,11
557,1596,28.116666666666667,119.55,58742,3
558,1596,28.116666666666667,119.55,58742,0
559,1596,28.116666666666667,119.55,58742,47
560,1064,27.783333333333335,120.08333333333333,58750,4
561,1064,27.783333333333335,120.08333333333333,58750,0
562,1064,27.783333333333335,120.08333333333333,58750,0
563,1064,27.783333333333335,120.08333333333333,58750,8
564,1064,27.783333333333335,120.08333333333333,58750,2
565,1064,27.783333333333335,120.08333333333333,58750,4
566,1064,27.783333333333335,120.08333333333333,58750,14
567,1020,30.416666666666668,120.28333333333333,58444,15
568,1020,30.416666666666668,120.28333333333333,58444,25
569,1020,30.416666666666668,120.28333333333333,58444,36
570,1020,30.416666666666668,120.28333333333333,58444,59
571,1020,30.416666666666668,120.28333333333333,58444,53
572,1020,30.416666666666668,120.28333333333333,58444,164
573,1020,30.416666666666668,120.28333333333333,58444,62
574,81,30.516666666666666,120.63333333333334,58455,65
575,81,30.516666666666666,120.63333333333334,58455,157
576,81,30.516666666666666,120.63333333333334,58455,34
577,81,30.516666666666666,120.63333333333334,58455,55
578,81,30.516666666666666,120.63333333333334,58455,39
579,81,30.516666666666666,120.63333333333334,58455,22
580,81,30.516666666666666,120.63333333333334,58455,13
581,1038,29.6,120.81666666666666,58556,3
582,1038,29.6,120.81666666666666,58556,29
583,1038,29.6,120.81666666666666,58556,23
584,1038,29.6,120.81666666666666,58556,9
585,1038,29.6,120.81666666666666,58556,30
586,1038,29.6,120.81666666666666,58556,36
587,1038,29.6,120.81666666666666,58556,7
588,890,29.266666666666666,120.21666666666667,58558,1
589,890,29.266666666666666,120.21666666666667,58558,5
590,890,29.266666666666666,120.21666666666667,58558,29
591,890,29.266666666666666,120.21666666666667,58558,2
592,890,29.266666666666666,120.21666666666667,58558,9
593,890,29.266666666666666,120.21666666666667,58558,14
594,890,29.266666666666666,120.21666666666667,58558,18
595,844,28.86722,120.71889,58652,52
596,844,28.86722,120.71889,58652,176
597,844,28.86722,120.71889,58652,168
598,844,28.86722,120.71889,58652,106
599,844,28.86722,120.71889,58652,100
600,844,28.86722,120.71889,58652,104
